encoder,encoder_family,dataset,query_id,query_text,query_length_tokens,nDCG@10,primary_label,labels
gte-small,transformer,fiqa,4846,Is there anything comparable to/resembling CNN's Fear and Greed Index?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,4846,Is there anything comparable to/resembling CNN's Fear and Greed Index?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
conv-retriever,convolutional,fiqa,4846,Is there anything comparable to/resembling CNN's Fear and Greed Index?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,4846,Is there anything comparable to/resembling CNN's Fear and Greed Index?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
minilm-l6-v2,transformer,fiqa,4955,How to calculate the value of a bond that is priced to yield X%,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,4955,How to calculate the value of a bond that is priced to yield X%,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
gte-small,transformer,fiqa,4955,How to calculate the value of a bond that is priced to yield X%,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,4955,How to calculate the value of a bond that is priced to yield X%,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,4955,How to calculate the value of a bond that is priced to yield X%,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,4955,How to calculate the value of a bond that is priced to yield X%,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,503,Privacy preferences on creditworthiness data,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,fiqa,503,Privacy preferences on creditworthiness data,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,fiqa,503,Privacy preferences on creditworthiness data,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
lstm-retriever,recurrent,fiqa,503,Privacy preferences on creditworthiness data,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,fiqa,503,Privacy preferences on creditworthiness data,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,fiqa,503,Privacy preferences on creditworthiness data,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,fiqa,5030,Why pay for end-of-day historical prices?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,5030,Why pay for end-of-day historical prices?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,5030,Why pay for end-of-day historical prices?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,5030,Why pay for end-of-day historical prices?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,5030,Why pay for end-of-day historical prices?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,5054,How to stress test an investment plan?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,5054,How to stress test an investment plan?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,5054,How to stress test an investment plan?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,5054,How to stress test an investment plan?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,5054,How to stress test an investment plan?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,5054,How to stress test an investment plan?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,5231,Where to find CSV or JSON data for publicly traded companies listed with their IPO date?,20.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,5231,Where to find CSV or JSON data for publicly traded companies listed with their IPO date?,20.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
gte-small,transformer,fiqa,5231,Where to find CSV or JSON data for publicly traded companies listed with their IPO date?,20.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,5231,Where to find CSV or JSON data for publicly traded companies listed with their IPO date?,20.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,5231,Where to find CSV or JSON data for publicly traded companies listed with their IPO date?,20.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,5231,Where to find CSV or JSON data for publicly traded companies listed with their IPO date?,20.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,5460,Paying off a loan with a loan to get a better interest rate,13.0,0.0,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,fiqa,5460,Paying off a loan with a loan to get a better interest rate,13.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,fiqa,5460,Paying off a loan with a loan to get a better interest rate,13.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,fiqa,5460,Paying off a loan with a loan to get a better interest rate,13.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,fiqa,5460,Paying off a loan with a loan to get a better interest rate,13.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,fiqa,5710,Bucketing investments to track individual growths,8.0,0.0,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,fiqa,5710,Bucketing investments to track individual growths,8.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,fiqa,5710,Bucketing investments to track individual growths,8.0,0.0,UNCATEGORIZED,UNCATEGORIZED
lstm-retriever,recurrent,fiqa,5710,Bucketing investments to track individual growths,8.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,fiqa,5710,Bucketing investments to track individual growths,8.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,fiqa,5710,Bucketing investments to track individual growths,8.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,fiqa,6004,Put-Call parity - what is the difference between the two representations?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,6004,Put-Call parity - what is the difference between the two representations?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,6004,Put-Call parity - what is the difference between the two representations?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,6004,Put-Call parity - what is the difference between the two representations?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,6004,Put-Call parity - what is the difference between the two representations?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,6395,Option settlement for calendar spreads,5.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,fiqa,6395,Option settlement for calendar spreads,5.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,fiqa,6395,Option settlement for calendar spreads,5.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,fiqa,6395,Option settlement for calendar spreads,5.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,fiqa,6395,Option settlement for calendar spreads,5.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,fiqa,6395,Option settlement for calendar spreads,5.0,0.0,LEN-SHORT,LEN-SHORT
minilm-l6-v2,transformer,fiqa,6410,Will an ETF immediately reflect a reconstitution of underlying index,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,6410,Will an ETF immediately reflect a reconstitution of underlying index,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
gte-small,transformer,fiqa,6410,Will an ETF immediately reflect a reconstitution of underlying index,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,6410,Will an ETF immediately reflect a reconstitution of underlying index,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,6410,Will an ETF immediately reflect a reconstitution of underlying index,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,6467,Advice on strategy for when to sell,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,fiqa,6467,Advice on strategy for when to sell,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,fiqa,6467,Advice on strategy for when to sell,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,fiqa,6467,Advice on strategy for when to sell,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,fiqa,6467,Advice on strategy for when to sell,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,fiqa,6612,"If I have a lot of debt and the housing market is rising, should I rent and slowly pay off my debt or buy and roll the debt into a mortgage?",33.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
bert-base,transformer,fiqa,6612,"If I have a lot of debt and the housing market is rising, should I rent and slowly pay off my debt or buy and roll the debt into a mortgage?",33.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
gte-small,transformer,fiqa,6612,"If I have a lot of debt and the housing market is rising, should I rent and slowly pay off my debt or buy and roll the debt into a mortgage?",33.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,6612,"If I have a lot of debt and the housing market is rising, should I rent and slowly pay off my debt or buy and roll the debt into a mortgage?",33.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,6612,"If I have a lot of debt and the housing market is rising, should I rent and slowly pay off my debt or buy and roll the debt into a mortgage?",33.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,6644,How to know precisely when a SWIFT is issued by a bank?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,6644,How to know precisely when a SWIFT is issued by a bank?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,6644,How to know precisely when a SWIFT is issued by a bank?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,6644,How to know precisely when a SWIFT is issued by a bank?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,6644,How to know precisely when a SWIFT is issued by a bank?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,672,Credit and Debit,4.0,0.0,LEN-SHORT,LEN-SHORT|MULTI-CONCEPT|DOMAIN-TERM
bert-base,transformer,fiqa,672,Credit and Debit,4.0,0.0,LEN-SHORT,LEN-SHORT|MULTI-CONCEPT|DOMAIN-TERM
gte-small,transformer,fiqa,672,Credit and Debit,4.0,0.0,LEN-SHORT,LEN-SHORT|MULTI-CONCEPT|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,672,Credit and Debit,4.0,0.0,LEN-SHORT,LEN-SHORT|MULTI-CONCEPT|DOMAIN-TERM
conv-retriever,convolutional,fiqa,672,Credit and Debit,4.0,0.0,LEN-SHORT,LEN-SHORT|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,672,Credit and Debit,4.0,0.0,LEN-SHORT,LEN-SHORT|MULTI-CONCEPT|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,6875,Where to find free Thailand stock recommendations and research?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
bert-base,transformer,fiqa,6875,Where to find free Thailand stock recommendations and research?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
gte-small,transformer,fiqa,6875,Where to find free Thailand stock recommendations and research?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,6875,Where to find free Thailand stock recommendations and research?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
conv-retriever,convolutional,fiqa,6875,Where to find free Thailand stock recommendations and research?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,6875,Where to find free Thailand stock recommendations and research?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
minilm-l6-v2,transformer,fiqa,6909,Why do stocks priced above $2.00 on the ASX sometimes move in $0.005 increments?,25.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY
bert-base,transformer,fiqa,6909,Why do stocks priced above $2.00 on the ASX sometimes move in $0.005 increments?,25.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY
gte-small,transformer,fiqa,6909,Why do stocks priced above $2.00 on the ASX sometimes move in $0.005 increments?,25.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY
lstm-retriever,recurrent,fiqa,6909,Why do stocks priced above $2.00 on the ASX sometimes move in $0.005 increments?,25.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY
conv-retriever,convolutional,fiqa,6909,Why do stocks priced above $2.00 on the ASX sometimes move in $0.005 increments?,25.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY
mamba-retriever-fs,ssm,fiqa,6909,Why do stocks priced above $2.00 on the ASX sometimes move in $0.005 increments?,25.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY
minilm-l6-v2,transformer,fiqa,7206,Who Bought A Large Number Of Shares?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,7206,Who Bought A Large Number Of Shares?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,7206,Who Bought A Large Number Of Shares?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,7206,Who Bought A Large Number Of Shares?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,7206,Who Bought A Large Number Of Shares?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,7206,Who Bought A Large Number Of Shares?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,7295,Selling non-dividend for dividend stocks,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
bert-base,transformer,fiqa,7295,Selling non-dividend for dividend stocks,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
gte-small,transformer,fiqa,7295,Selling non-dividend for dividend stocks,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
lstm-retriever,recurrent,fiqa,7295,Selling non-dividend for dividend stocks,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
conv-retriever,convolutional,fiqa,7295,Selling non-dividend for dividend stocks,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,7295,Selling non-dividend for dividend stocks,9.0,0.0,DOMAIN-TERM,DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,7326,Do brokers execute every trade on the exchange?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,7326,Do brokers execute every trade on the exchange?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,7326,Do brokers execute every trade on the exchange?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,7326,Do brokers execute every trade on the exchange?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,7326,Do brokers execute every trade on the exchange?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,7326,Do brokers execute every trade on the exchange?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,7431,Pay off mortgage or invest in high value saving account,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
bert-base,transformer,fiqa,7431,Pay off mortgage or invest in high value saving account,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
gte-small,transformer,fiqa,7431,Pay off mortgage or invest in high value saving account,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
lstm-retriever,recurrent,fiqa,7431,Pay off mortgage or invest in high value saving account,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,7431,Pay off mortgage or invest in high value saving account,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,7456,What is market order's relation to bid ask spread?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,7456,What is market order's relation to bid ask spread?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,7456,What is market order's relation to bid ask spread?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,7456,What is market order's relation to bid ask spread?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,7456,What is market order's relation to bid ask spread?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,7509,Investment Portfolio Setup for beginner,6.0,0.0,DOMAIN-TERM,DOMAIN-TERM
bert-base,transformer,fiqa,7509,Investment Portfolio Setup for beginner,6.0,0.0,DOMAIN-TERM,DOMAIN-TERM
gte-small,transformer,fiqa,7509,Investment Portfolio Setup for beginner,6.0,0.0,DOMAIN-TERM,DOMAIN-TERM
lstm-retriever,recurrent,fiqa,7509,Investment Portfolio Setup for beginner,6.0,0.0,DOMAIN-TERM,DOMAIN-TERM
conv-retriever,convolutional,fiqa,7509,Investment Portfolio Setup for beginner,6.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,7509,Investment Portfolio Setup for beginner,6.0,0.0,DOMAIN-TERM,DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,7512,understanding the process/payment of short sale dividends,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
bert-base,transformer,fiqa,7512,understanding the process/payment of short sale dividends,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
gte-small,transformer,fiqa,7512,understanding the process/payment of short sale dividends,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
conv-retriever,convolutional,fiqa,7512,understanding the process/payment of short sale dividends,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,7512,understanding the process/payment of short sale dividends,10.0,0.0,DOMAIN-TERM,DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,7513,Where are Bogleheadian World ETFs or Index funds?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,7513,Where are Bogleheadian World ETFs or Index funds?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
gte-small,transformer,fiqa,7513,Where are Bogleheadian World ETFs or Index funds?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,7513,Where are Bogleheadian World ETFs or Index funds?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,7513,Where are Bogleheadian World ETFs or Index funds?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,7880,Are there index tracking funds that avoid the “buy high - sell low” problem?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,7880,Are there index tracking funds that avoid the “buy high - sell low” problem?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,7880,Are there index tracking funds that avoid the “buy high - sell low” problem?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,7880,Are there index tracking funds that avoid the “buy high - sell low” problem?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,7880,Are there index tracking funds that avoid the “buy high - sell low” problem?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,7880,Are there index tracking funds that avoid the “buy high - sell low” problem?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,8230,Why would this kind of penny stock increase so much in value?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,8230,Why would this kind of penny stock increase so much in value?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,8230,Why would this kind of penny stock increase so much in value?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,8230,Why would this kind of penny stock increase so much in value?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,8230,Why would this kind of penny stock increase so much in value?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,8230,Why would this kind of penny stock increase so much in value?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,8513,Buy on dip when earnings fail?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
bert-base,transformer,fiqa,8513,Buy on dip when earnings fail?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
gte-small,transformer,fiqa,8513,Buy on dip when earnings fail?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
lstm-retriever,recurrent,fiqa,8513,Buy on dip when earnings fail?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
mamba-retriever-fs,ssm,fiqa,8513,Buy on dip when earnings fail?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
minilm-l6-v2,transformer,fiqa,8635,Is there any flaw in this investment scheme?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,8635,Is there any flaw in this investment scheme?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,8635,Is there any flaw in this investment scheme?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,8635,Is there any flaw in this investment scheme?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,8635,Is there any flaw in this investment scheme?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,8855,How do i get into investing stocks [duplicate],10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,8855,How do i get into investing stocks [duplicate],10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,8855,How do i get into investing stocks [duplicate],10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,8855,How do i get into investing stocks [duplicate],10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,8855,How do i get into investing stocks [duplicate],10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,8855,How do i get into investing stocks [duplicate],10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,8937,“In-the-Money” vs “Out-of-the-Money” Call Options,19.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
bert-base,transformer,fiqa,8937,“In-the-Money” vs “Out-of-the-Money” Call Options,19.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
gte-small,transformer,fiqa,8937,“In-the-Money” vs “Out-of-the-Money” Call Options,19.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,8937,“In-the-Money” vs “Out-of-the-Money” Call Options,19.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
conv-retriever,convolutional,fiqa,8937,“In-the-Money” vs “Out-of-the-Money” Call Options,19.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,8937,“In-the-Money” vs “Out-of-the-Money” Call Options,19.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,8982,Are Exchange-Traded Funds (ETFs) less safe than regular mutual funds?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,8982,Are Exchange-Traded Funds (ETFs) less safe than regular mutual funds?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
gte-small,transformer,fiqa,8982,Are Exchange-Traded Funds (ETFs) less safe than regular mutual funds?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,8982,Are Exchange-Traded Funds (ETFs) less safe than regular mutual funds?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,8982,Are Exchange-Traded Funds (ETFs) less safe than regular mutual funds?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,8982,Are Exchange-Traded Funds (ETFs) less safe than regular mutual funds?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,9403,Abundance of Cash - What should I do?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,9403,Abundance of Cash - What should I do?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,9403,Abundance of Cash - What should I do?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,9403,Abundance of Cash - What should I do?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,9403,Abundance of Cash - What should I do?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,9403,Abundance of Cash - What should I do?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
